Month;CLIENTNUM;wealth_tag;card_type;Revlv_ind;spend_category;Trans_amt;trans_cnt
1302;6734463;Em_affluent;Blue;Occasional_Revolver;Grocery;30.81;4
1302;6734463;Em_affluent;Blue;Occasional_Revolver;Airlines;40.93;4
1302;9051489;Em_affluent;Blue;Occasional_Revolver;Airlines;28.23;3
1302;9051489;Em_affluent;Blue;Occasional_Revolver;Business;16.24;3
1302;9255957;Em_affluent;Blue;Revolver;Entertainment;17.89;2
1302;9255957;Em_affluent;Blue;Revolver;Auto;26.96;2
1302;9255957;Em_affluent;Blue;Revolver;Grocery;35.71;3
1302;9255957;Em_affluent;Blue;Revolver;Business;24.48;3
1302;8274429;Em_affluent;Blue;Revolver;Grocery;37.22;3
1302;8274429;Em_affluent;Blue;Revolver;Personal;12.22;2
1302;6230892;Em_affluent;Blue;Revolver;Personal;13.81;3
1302;6230892;Em_affluent;Blue;Revolver;Business;32.58;5
1302;6564952;Em_affluent;Blue;Revolver;Business;23.95;3
1302;6564952;Em_affluent;Blue;Revolver;Grocery;32.13;3
1302;7509043;Em_affluent;Blue;Revolver;Personal;14.82;2
1302;3788400;Em_affluent;Blue;Revolver;Auto;33.57;2
1302;3788400;Em_affluent;Blue;Revolver;Airlines;18.51;3
1302;3788400;Em_affluent;Blue;Revolver;Business;14.57;3
1302;2979861;Em_affluent;Blue;Revolver;Airlines;19.67;4
1302;2979861;Em_affluent;Blue;Revolver;Grocery;20.46;3
1302;2420587;Em_affluent;Blue;Revolver;Airlines;41.57;4
1302;2420587;Em_affluent;Blue;Revolver;Entertainment;18.26;4
1302;2420587;Em_affluent;Blue;Revolver;Personal;10.4;2
1302;301962;Em_affluent;Blue;Revolver;Personal;7.57;2
1302;8148387;Em_affluent;Blue;Revolver;Airlines;28.6;3
1302;8148387;Em_affluent;Blue;Revolver;Entertainment;18.04;2
1302;8148387;Em_affluent;Blue;Revolver;Business;21.79;2
1302;8148387;Em_affluent;Blue;Revolver;Auto;15.22;3
1302;6421679;Em_affluent;Blue;Delinquent;Business;6.86;2
1302;6421679;Em_affluent;Blue;Delinquent;Personal;10.38;1
1302;3790633;Em_affluent;Blue;Delinquent;Airlines;17.19;2
1302;3790633;Em_affluent;Blue;Delinquent;Personal;25.73;2
1302;7568185;Em_affluent;Blue;Delinquent;Grocery;9.33;1
1302;7568185;Em_affluent;Blue;Delinquent;Personal;10.69;1
1302;4976826;Em_affluent;Blue;Delinquent;Grocery;10.05;3
1302;4976826;Em_affluent;Blue;Delinquent;Auto;10.93;1
1302;4976826;Em_affluent;Blue;Delinquent;Entertainment;8.67;2
1302;4976826;Em_affluent;Blue;Delinquent;Airlines;12.43;2
1302;4976826;Em_affluent;Blue;Delinquent;Personal;10.04;2
1302;4912668;Em_affluent;Blue;Delinquent;Personal;13.85;2
1302;4912668;Em_affluent;Blue;Delinquent;Entertainment;18.5;1
1302;8521160;Em_affluent;Blue;Delinquent;Personal;3.21;2
1302;8521160;Em_affluent;Blue;Delinquent;Business;8.28;1
1302;8521160;Em_affluent;Blue;Delinquent;Airlines;7.24;2
1302;5579075;Em_affluent;Blue;Delinquent;Auto;19.57;2
1302;5579075;Em_affluent;Blue;Delinquent;Grocery;14.83;2
1302;5579075;Em_affluent;Blue;Delinquent;Personal;15.65;2
1302;6929357;Em_affluent;Blue;Delinquent;Personal;6.83;1
1302;6929357;Em_affluent;Blue;Delinquent;Auto;20.21;2
1302;6929357;Em_affluent;Blue;Delinquent;Grocery;19.04;2
1302;6929357;Em_affluent;Blue;Delinquent;Airlines;18.48;2
1302;6929357;Em_affluent;Blue;Delinquent;Entertainment;11.89;1
1302;6929357;Em_affluent;Blue;Delinquent;Business;10.39;1
1302;1193918;Em_affluent;Blue;Delinquent;Business;14.17;3
1302;1193918;Em_affluent;Blue;Delinquent;Grocery;7.64;2
1302;1193918;Em_affluent;Blue;Delinquent;Airlines;9.39;2
1302;4975816;Em_affluent;Blue;Delinquent;Airlines;8.14;2
1302;4975816;Em_affluent;Blue;Delinquent;Business;8.41;1
1302;4975816;Em_affluent;Blue;Delinquent;Grocery;9.06;2
1302;4975816;Em_affluent;Blue;Delinquent;Personal;17.7;1
1302;8662636;Em_affluent;Gold;Transactor;Auto;68.07;8
1302;8662636;Em_affluent;Gold;Transactor;Airlines;76.3;8
1302;8662636;Em_affluent;Gold;Transactor;Personal;38.54;3
1302;6788573;Em_affluent;Gold;Transactor;Entertainment;27.72;4
1302;6788573;Em_affluent;Gold;Transactor;Auto;59.53;6
1302;6788573;Em_affluent;Gold;Transactor;Business;58.56;6
1302;6788573;Em_affluent;Gold;Transactor;Personal;32.56;3
1302;360032;Em_affluent;Gold;Transactor;Grocery;86.05;8
1302;360032;Em_affluent;Gold;Transactor;Airlines;75.58;9
1302;4379577;Em_affluent;Gold;Transactor;Grocery;78.5;9
1302;4379577;Em_affluent;Gold;Transactor;Business;50.44;6
1302;3422260;Em_affluent;Gold;Transactor;Airlines;75.58;8
1302;3422260;Em_affluent;Gold;Transactor;Grocery;86.6;10
1302;3422260;Em_affluent;Gold;Transactor;Personal;25.34;4
1302;1057770;Em_affluent;Gold;Transactor;Personal;24.11;3
1302;1057770;Em_affluent;Gold;Transactor;Airlines;75.56;9
1302;327881;Em_affluent;Gold;Transactor;Business;40.56;6
1302;327881;Em_affluent;Gold;Transactor;Entertainment;20.43;5
1302;5662495;Em_affluent;Gold;Transactor;Personal;34.61;4
1302;5662495;Em_affluent;Gold;Transactor;Entertainment;25.57;3
1302;5662495;Em_affluent;Gold;Transactor;Auto;40.9;6
1302;5455482;Em_affluent;Gold;Transactor;Auto;42.11;5
1302;5455482;Em_affluent;Gold;Transactor;Entertainment;26.6;5
1302;5455482;Em_affluent;Gold;Transactor;Grocery;63.35;7
1302;5455482;Em_affluent;Gold;Transactor;Airlines;61.07;7
1302;6054697;Em_affluent;Gold;Transactor;Business;44.07;5
1302;6054697;Em_affluent;Gold;Transactor;Personal;20.29;3
1302;6054697;Em_affluent;Gold;Transactor;Auto;50.33;5
1302;4805351;Em_affluent;Gold;Occasional_Revolver;Auto;46.41;6
1302;4805351;Em_affluent;Gold;Occasional_Revolver;Business;44.83;5
1302;4805351;Em_affluent;Gold;Occasional_Revolver;Airlines;62.8;8
1302;2803453;Em_affluent;Gold;Occasional_Revolver;Business;46.44;5
1302;2803453;Em_affluent;Gold;Occasional_Revolver;Personal;23.34;3
1302;8572726;Em_affluent;Gold;Occasional_Revolver;Business;45.44;5
1302;8572726;Em_affluent;Gold;Occasional_Revolver;Grocery;71.43;7
1302;8572726;Em_affluent;Gold;Occasional_Revolver;Entertainment;36.18;3
1302;8572726;Em_affluent;Gold;Occasional_Revolver;Personal;36.49;3
1302;6505306;Em_affluent;Gold;Occasional_Revolver;Airlines;70.58;7
1302;6505306;Em_affluent;Gold;Occasional_Revolver;Auto;42.65;5
1302;6505306;Em_affluent;Gold;Occasional_Revolver;Business;46.62;6
1302;8760093;Em_affluent;Gold;Occasional_Revolver;Entertainment;26.06;4
1302;8760093;Em_affluent;Gold;Occasional_Revolver;Grocery;61.65;7
1302;8760093;Em_affluent;Gold;Occasional_Revolver;Personal;39.83;3
1302;8760093;Em_affluent;Gold;Occasional_Revolver;Business;41.42;5
1302;4673912;Em_affluent;Gold;Occasional_Revolver;Grocery;62.17;6
1302;4673912;Em_affluent;Gold;Occasional_Revolver;Personal;26.61;2
1302;6516058;Em_affluent;Gold;Occasional_Revolver;Personal;16.54;3
1302;6516058;Em_affluent;Gold;Occasional_Revolver;Grocery;57.33;7
1302;6516058;Em_affluent;Gold;Occasional_Revolver;Business;35.99;4
1302;6637502;Em_affluent;Gold;Occasional_Revolver;Business;35.1;4
1302;6637502;Em_affluent;Gold;Occasional_Revolver;Personal;17.75;3
1302;6637502;Em_affluent;Gold;Occasional_Revolver;Airlines;57.1;5
1302;6388274;Em_affluent;Gold;Occasional_Revolver;Auto;40.99;4
1302;6388274;Em_affluent;Gold;Occasional_Revolver;Entertainment;23.45;3
1302;6388274;Em_affluent;Gold;Occasional_Revolver;Business;33.72;5
1302;6388274;Em_affluent;Gold;Occasional_Revolver;Grocery;67.5;6
1302;7381658;Em_affluent;Gold;Occasional_Revolver;Grocery;56.25;6
1302;7381658;Em_affluent;Gold;Occasional_Revolver;Personal;16.77;2
1302;7381658;Em_affluent;Gold;Occasional_Revolver;Auto;36.32;4
1302;7177934;Em_affluent;Gold;Revolver;Grocery;46.7;6
1302;7177934;Em_affluent;Gold;Revolver;Entertainment;26.13;4
1302;7177934;Em_affluent;Gold;Revolver;Airlines;55.18;6
1302;3774894;Em_affluent;Gold;Revolver;Grocery;54.03;7
1302;3774894;Em_affluent;Gold;Revolver;Personal;16.73;3
1302;3774894;Em_affluent;Gold;Revolver;Auto;47.57;6
1302;1583327;Em_affluent;Gold;Revolver;Entertainment;21.69;3
1302;1583327;Em_affluent;Gold;Revolver;Business;35.74;4
1302;1583327;Em_affluent;Gold;Revolver;Grocery;47.39;5
1302;9114558;Em_affluent;Gold;Revolver;Grocery;50.98;6
1302;9114558;Em_affluent;Gold;Revolver;Auto;31.41;5
1302;9319951;Em_affluent;Gold;Revolver;Business;47.43;4
1302;9319951;Em_affluent;Gold;Revolver;Grocery;46.61;6
1302;9319951;Em_affluent;Gold;Revolver;Auto;34.99;4
1302;4430542;Em_affluent;Gold;Revolver;Airlines;40.67;6
1302;4430542;Em_affluent;Gold;Revolver;Grocery;47.96;5
1302;4430542;Em_affluent;Gold;Revolver;Personal;15.64;2
1302;4430542;Em_affluent;Gold;Revolver;Auto;28.59;3
1302;904699;Em_affluent;Gold;Revolver;Entertainment;19.4;3
1302;904699;Em_affluent;Gold;Revolver;Business;37.75;3
1302;904699;Em_affluent;Gold;Revolver;Personal;20.93;2
1302;7484306;Em_affluent;Gold;Revolver;Entertainment;26.36;2
1302;7484306;Em_affluent;Gold;Revolver;Airlines;37.59;4
1302;7484306;Em_affluent;Gold;Revolver;Auto;35.41;3
1302;7484306;Em_affluent;Gold;Revolver;Grocery;43.8;5
1302;1791596;Em_affluent;Gold;Revolver;Airlines;40.39;4
1302;1791596;Em_affluent;Gold;Revolver;Auto;37.54;5
1302;1791596;Em_affluent;Gold;Revolver;Grocery;52.6;5
1302;2900713;Em_affluent;Gold;Revolver;Auto;29.11;4
1302;2900713;Em_affluent;Gold;Revolver;Entertainment;22.91;3
1302;2900713;Em_affluent;Gold;Revolver;Airlines;37.9;6
1302;9046605;Em_affluent;Gold;Delinquent;Grocery;16.2;2
1302;9046605;Em_affluent;Gold;Delinquent;Entertainment;9.09;2
1302;9046605;Em_affluent;Gold;Delinquent;Business;19.61;2
1302;9046605;Em_affluent;Gold;Delinquent;Auto;18.64;3
1302;9370176;Em_affluent;Gold;Delinquent;Business;17.91;2
1302;9370176;Em_affluent;Gold;Delinquent;Grocery;15.06;4
1302;5248997;Em_affluent;Gold;Delinquent;Auto;14.28;3
1302;5248997;Em_affluent;Gold;Delinquent;Entertainment;12.84;1
1302;2358623;Em_affluent;Gold;Delinquent;Personal;9.86;1
1302;2358623;Em_affluent;Gold;Delinquent;Business;27.77;3
1302;2358623;Em_affluent;Gold;Delinquent;Entertainment;24.88;2
1302;6806775;Em_affluent;Gold;Delinquent;Entertainment;15.48;2
1302;6806775;Em_affluent;Gold;Delinquent;Auto;37.48;2
1302;6806775;Em_affluent;Gold;Delinquent;Personal;6.33;2
1302;6806775;Em_affluent;Gold;Delinquent;Airlines;30.83;2
1302;3262767;Em_affluent;Gold;Delinquent;Auto;9.81;2
1302;3262767;Em_affluent;Gold;Delinquent;Personal;4.2;1
1302;3262767;Em_affluent;Gold;Delinquent;Grocery;13.57;2
1302;3262767;Em_affluent;Gold;Delinquent;Entertainment;4.6;2
1302;6373672;Em_affluent;Gold;Delinquent;Auto;21.98;2
1302;6373672;Em_affluent;Gold;Delinquent;Airlines;28.27;2
1302;8448193;Em_affluent;Gold;Delinquent;Business;8.66;1
1302;8448193;Em_affluent;Gold;Delinquent;Grocery;16.81;2
1302;8448193;Em_affluent;Gold;Delinquent;Personal;15.6;1
1302;1555203;Em_affluent;Gold;Delinquent;Grocery;12.8;3
1302;1555203;Em_affluent;Gold;Delinquent;Auto;12.81;1
1302;4107758;Em_affluent;Gold;Delinquent;Auto;12.98;2
1302;4107758;Em_affluent;Gold;Delinquent;Personal;9.62;1
1302;4107758;Em_affluent;Gold;Delinquent;Grocery;23.75;3
1302;4107758;Em_affluent;Gold;Delinquent;Airlines;14.64;2
1302;4591281;Em_affluent;Platinum;Transactor;Personal;57.72;4
1302;4591281;Em_affluent;Platinum;Transactor;Business;81.64;9
1302;4591281;Em_affluent;Platinum;Transactor;Grocery;115.45;12
1302;4591281;Em_affluent;Platinum;Transactor;Entertainment;54.05;6
1302;5377798;Em_affluent;Platinum;Transactor;Personal;45.54;5
1302;5377798;Em_affluent;Platinum;Transactor;Grocery;117.68;14
1302;202900;Em_affluent;Platinum;Transactor;Personal;46.87;7
1302;202900;Em_affluent;Platinum;Transactor;Grocery;114.97;12
1302;202900;Em_affluent;Platinum;Transactor;Business;88.94;9
1302;202900;Em_affluent;Platinum;Transactor;Airlines;116.06;13
1302;649656;Em_affluent;Platinum;Transactor;Personal;42.29;5
1302;649656;Em_affluent;Platinum;Transactor;Grocery;131.91;13
1302;1290373;Em_affluent;Platinum;Transactor;Personal;42.51;4
1302;1290373;Em_affluent;Platinum;Transactor;Airlines;131.19;12
1302;1290373;Em_affluent;Platinum;Transactor;Business;75.52;9
1302;4514015;Em_affluent;Platinum;Transactor;Grocery;94.76;11
1302;4514015;Em_affluent;Platinum;Transactor;Airlines;99.79;10
1302;4514015;Em_affluent;Platinum;Transactor;Auto;74.08;8
1302;4514015;Em_affluent;Platinum;Transactor;Entertainment;31.84;4
1302;4670642;Em_affluent;Platinum;Transactor;Entertainment;38.65;4
1302;4670642;Em_affluent;Platinum;Transactor;Airlines;92.66;10
1302;4670642;Em_affluent;Platinum;Transactor;Auto;70.99;7
1302;5275547;Em_affluent;Platinum;Transactor;Entertainment;35.41;5
1302;5275547;Em_affluent;Platinum;Transactor;Business;76.89;7
1302;5275547;Em_affluent;Platinum;Transactor;Airlines;94.79;10
1302;5275547;Em_affluent;Platinum;Transactor;Personal;45.61;4
1302;1541140;Em_affluent;Platinum;Transactor;Entertainment;37.37;4
1302;1541140;Em_affluent;Platinum;Transactor;Airlines;98.84;11
1302;5475373;Em_affluent;Platinum;Transactor;Grocery;91.76;11
1302;5475373;Em_affluent;Platinum;Transactor;Business;68.89;7
1302;5475373;Em_affluent;Platinum;Transactor;Entertainment;31.49;5
1302;9857722;Em_affluent;Platinum;Occasional_Revolver;Business;75.89;8
1302;6358842;Em_affluent;Platinum;Occasional_Revolver;Auto;67.4;7
1302;6358842;Em_affluent;Platinum;Occasional_Revolver;Entertainment;33.16;5
1302;6358842;Em_affluent;Platinum;Occasional_Revolver;Airlines;90.94;10
1302;8314161;Em_affluent;Platinum;Occasional_Revolver;Auto;71.54;7
1302;8314161;Em_affluent;Platinum;Occasional_Revolver;Grocery;106.65;13
1302;8314161;Em_affluent;Platinum;Occasional_Revolver;Entertainment;41.41;4
1302;8314161;Em_affluent;Platinum;Occasional_Revolver;Business;65.69;7
1302;8314161;Em_affluent;Platinum;Occasional_Revolver;Airlines;107.05;10
1302;9726107;Em_affluent;Platinum;Occasional_Revolver;Grocery;91.36;10
1302;9726107;Em_affluent;Platinum;Occasional_Revolver;Entertainment;44.89;4
1302;4110697;Em_affluent;Platinum;Occasional_Revolver;Airlines;93.74;10
1302;4110697;Em_affluent;Platinum;Occasional_Revolver;Entertainment;58.07;4
1302;3103034;Em_affluent;Platinum;Occasional_Revolver;Auto;54.51;6
1302;3103034;Em_affluent;Platinum;Occasional_Revolver;Entertainment;29.26;5
1302;3103034;Em_affluent;Platinum;Occasional_Revolver;Airlines;86.57;8
1302;9199159;Em_affluent;Platinum;Occasional_Revolver;Grocery;88.78;8
1302;9199159;Em_affluent;Platinum;Occasional_Revolver;Personal;32.55;4
1302;6669903;Em_affluent;Platinum;Occasional_Revolver;Entertainment;24.65;5
1302;6669903;Em_affluent;Platinum;Occasional_Revolver;Airlines;76.11;8
1302;6669903;Em_affluent;Platinum;Occasional_Revolver;Business;59.39;7
1302;2192140;Em_affluent;Platinum;Occasional_Revolver;Auto;49.65;6
1302;2192140;Em_affluent;Platinum;Occasional_Revolver;Entertainment;28.76;3
1302;2192140;Em_affluent;Platinum;Occasional_Revolver;Grocery;73.05;8
1302;2885441;Em_affluent;Platinum;Occasional_Revolver;Business;54.23;7
1302;5623746;Em_affluent;Platinum;Revolver;Grocery;71.15;7
1302;5623746;Em_affluent;Platinum;Revolver;Entertainment;33.94;4
1302;5623746;Em_affluent;Platinum;Revolver;Personal;28.76;3
1302;5623746;Em_affluent;Platinum;Revolver;Airlines;89.5;8
1302;2243650;Em_affluent;Platinum;Revolver;Business;49.08;5
1302;2243650;Em_affluent;Platinum;Revolver;Auto;54.04;6
1302;2243650;Em_affluent;Platinum;Revolver;Entertainment;25.86;3
1302;2243650;Em_affluent;Platinum;Revolver;Grocery;73.96;7
1302;749391;Em_affluent;Platinum;Revolver;Business;52.08;5
1302;749391;Em_affluent;Platinum;Revolver;Grocery;81.27;10
1302;749391;Em_affluent;Platinum;Revolver;Airlines;79.65;8
1302;1100961;Em_affluent;Platinum;Revolver;Grocery;69.45;8
1302;1100961;Em_affluent;Platinum;Revolver;Auto;47.21;5
1302;1100961;Em_affluent;Platinum;Revolver;Business;50.86;5
1302;1100961;Em_affluent;Platinum;Revolver;Personal;42.4;3
1302;1100961;Em_affluent;Platinum;Revolver;Entertainment;35.31;3
1302;4572174;Em_affluent;Platinum;Revolver;Entertainment;33.6;3
1302;4572174;Em_affluent;Platinum;Revolver;Personal;29.77;5
1302;4572174;Em_affluent;Platinum;Revolver;Auto;59.05;6
1302;11192;Em_affluent;Platinum;Revolver;Auto;49.15;6
1302;11192;Em_affluent;Platinum;Revolver;Entertainment;32.75;3
1302;11192;Em_affluent;Platinum;Revolver;Business;49.98;6
1302;6283303;Em_affluent;Platinum;Revolver;Personal;23.94;4
1302;6283303;Em_affluent;Platinum;Revolver;Business;42.37;5
1302;6283303;Em_affluent;Platinum;Revolver;Auto;47.1;4
1302;3505820;Em_affluent;Platinum;Revolver;Personal;20.83;3
1302;3505820;Em_affluent;Platinum;Revolver;Airlines;59.18;6
1302;3505820;Em_affluent;Platinum;Revolver;Entertainment;19.67;3
1302;2804088;Em_affluent;Platinum;Revolver;Personal;29.21;2
1302;2804088;Em_affluent;Platinum;Revolver;Grocery;56.06;6
1302;4757073;Em_affluent;Platinum;Revolver;Grocery;65.81;8
1302;4757073;Em_affluent;Platinum;Revolver;Auto;38.33;4
1302;5616997;Em_affluent;Platinum;Delinquent;Grocery;26.47;3
1302;1061322;Em_affluent;Platinum;Delinquent;Airlines;29.18;4
1302;1061322;Em_affluent;Platinum;Delinquent;Personal;8.45;2
1302;3573272;Em_affluent;Platinum;Delinquent;Personal;10.43;1
1302;3573272;Em_affluent;Platinum;Delinquent;Business;17.88;3
1302;3573272;Em_affluent;Platinum;Delinquent;Grocery;30.34;3
1302;8580294;Em_affluent;Platinum;Delinquent;Business;20.5;2
1302;8580294;Em_affluent;Platinum;Delinquent;Entertainment;17.75;1
1302;8580294;Em_affluent;Platinum;Delinquent;Auto;17.41;3
1302;8580294;Em_affluent;Platinum;Delinquent;Grocery;25.35;4
1302;8864609;Em_affluent;Platinum;Delinquent;Entertainment;11.06;2
1302;8864609;Em_affluent;Platinum;Delinquent;Grocery;37.38;4
1302;8864609;Em_affluent;Platinum;Delinquent;Personal;15.85;2
1302;7277597;Em_affluent;Platinum;Delinquent;Entertainment;11.12;2
1302;7277597;Em_affluent;Platinum;Delinquent;Airlines;21.15;3
1302;7277597;Em_affluent;Platinum;Delinquent;Personal;6.98;2
1302;7277597;Em_affluent;Platinum;Delinquent;Auto;19.15;3
1302;5846400;Em_affluent;Platinum;Delinquent;Personal;9.6;2
1302;5846400;Em_affluent;Platinum;Delinquent;Grocery;28.45;3
1302;9488056;Em_affluent;Platinum;Delinquent;Personal;7.02;2
1302;9488056;Em_affluent;Platinum;Delinquent;Auto;14.24;2
1302;9488056;Em_affluent;Platinum;Delinquent;Grocery;30.46;3
1302;9488056;Em_affluent;Platinum;Delinquent;Airlines;27.24;3
1302;9488056;Em_affluent;Platinum;Delinquent;Business;27.93;2
1302;4900039;Em_affluent;Platinum;Delinquent;Grocery;23.93;3
1302;4900039;Em_affluent;Platinum;Delinquent;Airlines;22.09;2
1302;8057357;Em_affluent;Platinum;Delinquent;Auto;18.63;3
1302;8057357;Em_affluent;Platinum;Delinquent;Airlines;24.7;5
1302;8057357;Em_affluent;Platinum;Delinquent;Personal;22.2;3
1302;6021788;MM;Blue;Transactor;Personal;10.61;3
1302;6021788;MM;Blue;Transactor;Entertainment;10.37;2
1302;2489515;MM;Blue;Transactor;Auto;23.39;2
1302;2489515;MM;Blue;Transactor;Airlines;20.8;3
1302;2489515;MM;Blue;Transactor;Entertainment;23.34;2
1302;9325705;MM;Blue;Transactor;Business;29.11;5
1302;9325705;MM;Blue;Transactor;Personal;19.33;2
1302;4039639;MM;Blue;Transactor;Airlines;20.03;3
1302;4039639;MM;Blue;Transactor;Entertainment;11.34;2
1302;2148141;MM;Blue;Transactor;Airlines;36.07;3
1302;2148141;MM;Blue;Transactor;Entertainment;27.87;3
1302;2148141;MM;Blue;Transactor;Grocery;27.53;4
1302;2148141;MM;Blue;Transactor;Personal;6.65;1
1302;3189528;MM;Blue;Transactor;Auto;17.01;2
1302;3189528;MM;Blue;Transactor;Airlines;21.55;2
1302;3189528;MM;Blue;Transactor;Business;22.3;2
1302;4941290;MM;Blue;Transactor;Auto;12.73;3
1302;4941290;MM;Blue;Transactor;Personal;12.22;1
1302;5443560;MM;Blue;Transactor;Entertainment;12.68;2
1302;5443560;MM;Blue;Transactor;Personal;19.26;2
1302;5443560;MM;Blue;Transactor;Grocery;20.02;3
1302;5443560;MM;Blue;Transactor;Airlines;26.18;2
1302;643308;MM;Blue;Transactor;Business;36.61;3
1302;643308;MM;Blue;Transactor;Auto;21.37;3
1302;643308;MM;Blue;Transactor;Grocery;20.81;4
1302;643308;MM;Blue;Transactor;Entertainment;14.5;1
1302;3882408;MM;Blue;Transactor;Personal;12.98;1
1302;3882408;MM;Blue;Transactor;Entertainment;10.54;3
1302;3882408;MM;Blue;Transactor;Business;18.21;2
1302;3882408;MM;Blue;Transactor;Airlines;19.48;3
1302;4712492;MM;Blue;Occasional_Revolver;Auto;34.95;2
1302;4712492;MM;Blue;Occasional_Revolver;Business;10.84;3
1302;4712492;MM;Blue;Occasional_Revolver;Entertainment;12.85;1
1302;9412064;MM;Blue;Occasional_Revolver;Auto;18.72;2
1302;9412064;MM;Blue;Occasional_Revolver;Entertainment;6.26;2
1302;5513024;MM;Blue;Occasional_Revolver;Airlines;29.72;2
1302;5513024;MM;Blue;Occasional_Revolver;Grocery;21.06;3
1302;5513024;MM;Blue;Occasional_Revolver;Business;14.67;2
1302;5513024;MM;Blue;Occasional_Revolver;Entertainment;19.11;1
1302;2145670;MM;Blue;Occasional_Revolver;Grocery;17.03;3
1302;2145670;MM;Blue;Occasional_Revolver;Auto;23.77;3
1302;2145670;MM;Blue;Occasional_Revolver;Business;21.78;3
1302;2145670;MM;Blue;Occasional_Revolver;Personal;22.83;1
1302;7239774;MM;Blue;Occasional_Revolver;Auto;19.44;2
1302;7239774;MM;Blue;Occasional_Revolver;Entertainment;6.79;2
1302;7239774;MM;Blue;Occasional_Revolver;Grocery;17.79;3
1302;7239774;MM;Blue;Occasional_Revolver;Personal;7.56;1
1302;9855672;MM;Blue;Occasional_Revolver;Entertainment;18.8;1
1302;9855672;MM;Blue;Occasional_Revolver;Auto;18.85;2
1302;9855672;MM;Blue;Occasional_Revolver;Business;12.49;2
1302;69668;MM;Blue;Occasional_Revolver;Business;9.34;3
1302;69668;MM;Blue;Occasional_Revolver;Grocery;18.06;2
1302;1933780;MM;Blue;Occasional_Revolver;Business;9.7;2
1302;1933780;MM;Blue;Occasional_Revolver;Grocery;17.17;2
1302;1933780;MM;Blue;Occasional_Revolver;Personal;11.65;1
1302;1933780;MM;Blue;Occasional_Revolver;Airlines;34.73;2
1302;4727116;MM;Blue;Occasional_Revolver;Personal;10.86;2
1302;4727116;MM;Blue;Occasional_Revolver;Auto;8.09;3
1302;9796237;MM;Blue;Occasional_Revolver;Grocery;28.19;2
1302;9796237;MM;Blue;Occasional_Revolver;Entertainment;13.93;2
1302;9796237;MM;Blue;Occasional_Revolver;Business;14.09;3
1302;1151008;MM;Blue;Revolver;Airlines;13.36;2
1302;1151008;MM;Blue;Revolver;Entertainment;10.17;1
1302;1151008;MM;Blue;Revolver;Grocery;13.24;2
1302;7171910;MM;Blue;Revolver;Airlines;22.13;3
1302;7171910;MM;Blue;Revolver;Grocery;19.43;2
1302;3450764;MM;Blue;Revolver;Business;18.64;1
1302;3450764;MM;Blue;Revolver;Grocery;27.7;2
1302;6210686;MM;Blue;Revolver;Business;23.11;2
1302;6210686;MM;Blue;Revolver;Grocery;12.97;2
1302;5838954;MM;Blue;Revolver;Grocery;18.3;2
1302;5838954;MM;Blue;Revolver;Auto;10.88;3
1302;5838954;MM;Blue;Revolver;Airlines;26.38;2
1302;5838954;MM;Blue;Revolver;Entertainment;9.66;1
1302;7849684;MM;Blue;Revolver;Auto;16.19;2
1302;7849684;MM;Blue;Revolver;Personal;11.59;3
1302;6727978;MM;Blue;Revolver;Grocery;14.69;2
1302;6727978;MM;Blue;Revolver;Airlines;20.32;2
1302;7374777;MM;Blue;Revolver;Business;10.25;2
1302;7374777;MM;Blue;Revolver;Entertainment;6.81;1
1302;7374777;MM;Blue;Revolver;Personal;7.38;1
1302;678305;MM;Blue;Revolver;Entertainment;15.95;3
1302;678305;MM;Blue;Revolver;Grocery;30.25;2
1302;678305;MM;Blue;Revolver;Auto;15.03;2
1302;678305;MM;Blue;Revolver;Personal;7.08;1
1302;8614929;MM;Blue;Revolver;Personal;7.12;2
1302;385784;MM;Blue;Delinquent;Business;5.43;2
1302;2706844;MM;Blue;Delinquent;Grocery;16.0;2
1302;2706844;MM;Blue;Delinquent;Auto;9.96;1
1302;3395502;MM;Blue;Delinquent;Personal;3.82;1
1302;3395502;MM;Blue;Delinquent;Business;5.37;1
1302;3395502;MM;Blue;Delinquent;Airlines;4.07;2
1302;3395502;MM;Blue;Delinquent;Auto;14.19;2
1302;9867425;MM;Blue;Delinquent;Personal;6.35;1
1302;9867425;MM;Blue;Delinquent;Entertainment;6.4;3
1302;729724;MM;Blue;Delinquent;Business;5.5;1
1302;729724;MM;Blue;Delinquent;Personal;4.34;2
1302;5111550;MM;Blue;Delinquent;Business;9.78;2
1302;5111550;MM;Blue;Delinquent;Personal;4.67;1
1302;7117376;MM;Blue;Delinquent;Airlines;5.17;1
1302;7117376;MM;Blue;Delinquent;Personal;3.2;2
1302;7117376;MM;Blue;Delinquent;Auto;9.15;1
1302;1352656;MM;Blue;Delinquent;Airlines;11.46;2
1302;1352656;MM;Blue;Delinquent;Grocery;7.77;1
1302;5012606;MM;Blue;Delinquent;Auto;20.25;3
1302;5012606;MM;Blue;Delinquent;Entertainment;3.95;1
1302;5823637;MM;Blue;Delinquent;Entertainment;6.83;1
1302;5823637;MM;Blue;Delinquent;Grocery;24.32;2
1302;5823637;MM;Blue;Delinquent;Airlines;16.35;2
1302;7089898;MM;Gold;Transactor;Airlines;48.73;6
1302;7089898;MM;Gold;Transactor;Business;31.3;4
1302;7089898;MM;Gold;Transactor;Entertainment;24.41;2
1302;8255558;MM;Gold;Transactor;Entertainment;13.49;2
